"","SRR8507541.count","SRR8507542.count","SRR8507543.count","SRR8507544.count","SRR8507545.count","SRR8507546.count","SRR8507547.count","SRR8507548.count","SRR8507549.count","SRR8507550.count","SRR8507551.count","SRR8507552.count","SRR1917326.count","SRR1917327.count","SRR1917328.count","SRR1917332.count","SRR1917333.count","SRR1917334.count","SRR1917338.count","SRR1917339.count","SRR1917340.count"
"1",0.130296732173007,0.145479348722349,0.0381185147032516,0.229937152866031,-4.73208151131646e-19,-4.18447642068583e-18,0.0417017986393805,0.14728850664911,-2.74683879714089e-18,-3.6138395301977e-17,-4.14772615680441e-18,2.47312441366532e-18,0.0715485918365893,0.160787248448388,0.296398722601581,-2.75095787662586e-17,1.0540196356026e-17,0.297918574061268,1.07174621788541e-18,-1.99818489910169e-18,4.99045499584719e-18
"2",0.869703267826993,0.854520651277651,0.961881485296748,0.770062847133969,1,1,0.958298201360619,0.85271149335089,1,1,1,1,0.928451408163411,0.839212751551612,0.703601277398419,1,1,0.702081425938732,1,1,1
